Car Name,Car Prices (In rupee),kms Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats
Maruti Zen Estilo VXI BSIII,1.12 Lakh,"18,322 kms",Petrol,Manual,1st Owner,2008,1396 cc,5 Seats
Ford Ecosport 1.5 Petrol Titanium BSIV,6.87 Lakh,"34,364 kms",Petrol,Manual,1st Owner,2019,1197 cc,7 Seats
Hyundai Creta SX,13.62 Lakh,"17,893 kms",Petrol,Manual,1st Owner,2021,1498 cc,5 Seats
Hyundai Venue SX Plus Turbo DCT BSIV,9.84 Lakh,"15,224 kms",Petrol,Automatic,1st Owner,2019,1198 cc,7 Seats
Hyundai Verna 1.4 VTVT,3.99 Lakh,"90,228 kms",Petrol,Manual,1st Owner,2014,2982 cc,5 Seats
Maruti Swift VVT VXI,3.07 Lakh,"76,279 kms",Petrol,Manual,2nd Owner,2014,995 cc,5 Seats
Honda BR-V i-DTEC V MT,5.88 Lakh,"68,861 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats
Skoda Fabia 1.2 MPI Ambiente Petrol,1.44 Lakh,"52,816 kms",Petrol,Manual,1st Owner,2011,1399 cc,5 Seats
Toyota Fortuner 3.0 Diesel,6.34 Lakh,"3,14,273 kms",Diesel,Manual,2nd Owner,2009,1451 cc,5 Seats
Chevrolet Spark 1.0 PS,"87,629","5,439 kms",Petrol,Manual,1st Owner,2009,796 cc,5 Seats
Hyundai i20 1.2 Magna Executive,4.65 Lakh,"64,164 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
Ford Figo Diesel ZXI,2.02 Lakh,"60,834 kms",Diesel,Manual,1st Owner,2012,1968 cc,5 Seats
MG Hector Sharp DCT,15.50 Lakh,"14,700 kms",Petrol,Automatic,1st Owner,2019,2523 cc,5 Seats
Maruti Alto 800 LXI,2.39 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2022,1997 cc,5 Seats
Tata Nexon XM,8 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2022,1498 cc,5 Seats
Audi A3 35 TDI Premium Plus,25.80 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2020,1248 cc,7 Seats
Mahindra Bolero Plus AC,4.20 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2014,1497 cc,5 Seats
Honda CR-V Special Edition,22.50 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2020,2498 cc,5 Seats
Honda Amaze SX i-DTEC,3.50 Lakh,"75,656 kms",Diesel,Manual,2nd Owner,2015,1399 cc,5 Seats
Maruti Vitara Brezza ZDi,8.50 Lakh,"30,000 kms",Diesel,Manual,1st Owner,2019,1248 cc,5 Seats
Ford Ecosport 1.5 Petrol Ambiente BSIV,5.20 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
Mahindra Xylo E4 BS IV,1.80 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2011,796 cc,5 Seats
Ford Figo Diesel Titanium,1.85 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2013,936 cc,5 Seats
Maruti Swift Dzire LDI,3.50 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats
Maruti Swift Dzire VDI,4.20 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2015,998 cc,5 Seats
Maruti Alto 800 LXI,1.75 Lakh,"50,000 kms",Petrol,Manual,3rd Owner,2014,796 cc,5 Seats
Chevrolet Beat Diesel LS,1.20 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2012,2523 cc,5 Seats
Hyundai i10 Magna,1.15 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2008,1248 cc,5 Seats
Maruti Wagon R CNG LXI BSIV,5 Lakh,"20,000 kms",Cng,Manual,1st Owner,2020,1956 cc,5 Seats
Maruti Alto LXi,"80,000","50,000 kms",Petrol,Manual,2nd Owner,2007,1248 cc,5 Seats
Mahindra Bolero DI - AC BS III,4.50 Lakh,"25,000 kms",Diesel,Manual,2nd Owner,2014,1199 cc,5 Seats
Maruti SX4 S Cross DDiS 200 Alpha,6.60 Lakh,"65,000 kms",Diesel,Manual,2nd Owner,2017,1197 cc,7 Seats
Jeep Compass 2.0 Limited 4X4,15 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2018,1956 cc,7 Seats
Maruti Vitara Brezza VDi,8.10 Lakh,"30,000 kms",Diesel,Manual,1st Owner,2019,1956 cc,8 Seats
Chevrolet Beat LT,1.75 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2011,2498 cc,5 Seats
Maruti Ignis Sigma,5 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1196 cc,5 Seats
MG Hector Sharp Diesel MT BSIV,15.70 Lakh,"30,000 kms",Diesel,Manual,1st Owner,2020,796 cc,5 Seats
MG Hector Sharp Diesel MT BSIV,15 Lakh,"32,000 kms",Diesel,Manual,1st Owner,2020,1498 cc,5 Seats
Mahindra Thar 4X4,6.90 Lakh,"10,000 kms",Diesel,Manual,2nd Owner,2014,1498 cc,5 Seats
Maruti Eeco 7 Seater STD 2020-2022,4.20 Lakh,"1,10,000 kms",Petrol,Manual,1st Owner,2020,936 cc,5 Seats
Maruti Omni E MPI STD BSIV,1.20 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2013,1396 cc,5 Seats
Maruti Omni E 8 Str STD,"85,000","80,000 kms",Petrol,Manual,2nd Owner,2007,1120 cc,4 Seats
Ford Ecosport 1.5 Diesel Titanium BSIV,6.50 Lakh,"53,000 kms",Diesel,Manual,1st Owner,2018,1197 cc,6 Seats
Volkswagen Polo 1.5 TDI Trendline,2.50 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2014,1199 cc,5 Seats
Chevrolet Beat Diesel LT,1.17 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2012,796 cc,5 Seats
Hyundai Elite i20 2018 Diesel Asta Option,6.40 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2018,1462 cc,7 Seats
Hyundai Xcent 1.1 CRDi Base,4.50 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2015,1086 cc,5 Seats
Hyundai i20 Sportz Option 1.2,3.90 Lakh,"60,000 kms",Petrol,Manual,3rd Owner,2015,1197 cc,5 Seats
Tata Tigor 1.2 Revotron XE,3.50 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2018,2956 cc,5 Seats
Maruti 800 Std,"85,000","50,000 kms",Petrol,Manual,2nd Owner,2012,1497 cc,5 Seats
Maruti XL6 Zeta,10 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1598 cc,5 Seats
Hyundai i10 Sportz 1.1L,"98,000","80,000 kms",Petrol,Manual,3rd Owner,2009,1498 cc,5 Seats
Hyundai i10 Magna,2 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
Tata Sumo CX,2 Lakh,"4,00,000 kms",Diesel,Manual,1st Owner,2012,799 cc,5 Seats
Honda City i VTEC V,6.50 Lakh,"1,20,000 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats
Volkswagen Vento Petrol Highline,1.75 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2010,999 cc,7 Seats
Honda Amaze VX i-DTEC,4.95 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2014,1498 cc,5 Seats
Hyundai i10 Magna 1.2 iTech SE,1.50 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2010,1248 cc,5 Seats
Renault KWID RXT,2.50 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2018,2523 cc,5 Seats
Nissan Sunny XL,2.10 Lakh,"1,00,000 kms",Petrol,Manual,3rd Owner,2012,796 cc,7 Seats
Datsun RediGO 1.0 T Option,2.15 Lakh,"5,000 kms",Petrol,Manual,1st Owner,2018,1582 cc,7 Seats
Nissan Sunny XL,2.10 Lakh,"1,00,000 kms",Petrol,Manual,3rd Owner,2012,1199 cc,5 Seats
Maruti SX4 S Cross Alpha DDiS 200 SH,6.70 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2017,1373 cc,5 Seats
Mahindra Bolero ZLX,4 Lakh,"50,000 kms",Diesel,Manual,3rd Owner,2013,1999 cc,5 Seats
Maruti Alto 800 CNG LXI,2 Lakh,"50,000 kms",Cng,Manual,5th Owner,2014,1199 cc,5 Seats
Hyundai Creta 1.6 CRDi SX,7.90 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1498 cc,7 Seats
Tata Tiago 1.2 Revotron XT,3.70 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
Maruti Ertiga VXI Limited Edition,9 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2020,1499 cc,5 Seats
Mahindra XUV700 AX7 AT,9.59 Lakh,"1,20,000 kms",Petrol,Automatic,1st Owner,2022,2179 cc,5 Seats
Tata Tiago 1.2 Revotron XZ,3.30 Lakh,"1,00,000 kms",Petrol,Manual,1st Owner,2018,2993 cc,5 Seats
Honda Amaze VX i-DTEC,3.50 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats
Maruti Baleno Alpha,5.25 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2022,1396 cc,5 Seats
Ford Fiesta Petrol Titanium Plus,3 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2012,1399 cc,5 Seats
Mahindra XUV500 AT W6 2WD,7 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2016,1798 cc,7 Seats
BMW X5 xDrive 30d,13 Lakh,"1,50,000 kms",Diesel,Automatic,3rd Owner,2013,1498 cc,5 Seats
Maruti Swift Dzire VDI,4.20 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2017,814 cc,5 Seats
Tata Indigo LX TDI BSIII,1 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2011,1997 cc,5 Seats
Ford Figo Diesel Titanium,1.30 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2012,1399 cc,5 Seats
Skoda Superb Elegance 1.8 TSI,3.60 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2010,1461 cc,5 Seats
Ford Ecosport 1.5 DV5 MT Titanium,4.25 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2014,796 cc,5 Seats
Hyundai EON Era,1.80 Lakh,"1,10,000 kms",Petrol,Manual,1st Owner,2013,1582 cc,5 Seats
Mahindra Scorpio 1.99 S10,9 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2016,1248 cc,7 Seats
Ford Ikon 1.4 TDCi DuraTorq,1.10 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2009,998 cc,5 Seats
Renault Duster 110PS Diesel RxZ,3.90 Lakh,"72,310 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats
Maruti Alto 800 VXI,4.20 Lakh,"5,000 kms",Petrol,Manual,1st Owner,2022,2179 cc,5 Seats
Hyundai Verna 1.6 SX,4 Lakh,"70,000 kms",Diesel,Manual,3rd Owner,2013,1298 cc,5 Seats
Maruti Swift Dzire VDI,3.90 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2015,998 cc,7 Seats
Maruti Wagon R VXI Optional,3.50 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2016,1298 cc,5 Seats
Tata Zest Quadrajet 1.3 75PS XE,6.10 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,1995 cc,5 Seats
Tata Safari Storme VX 4WD Varicor 400,12 Lakh,"18,000 kms",Diesel,Manual,1st Owner,2018,2523 cc,5 Seats
Maruti Swift VXI BSIII,1.25 Lakh,"1,05,000 kms",Petrol,Manual,3rd Owner,2010,1197 cc,5 Seats
Maruti Wagon R LXI CNG Optional,2.90 Lakh,"60,000 kms",Cng,Manual,3rd Owner,2015,998 cc,5 Seats
Maruti Swift 1.3 ZXI,2 Lakh,"1,00,000 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats
BMW 3 Series 320d,4 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2009,796 cc,5 Seats
Mahindra Bolero SLE,3 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2010,1396 cc,5 Seats
Maruti Swift Dzire VXI,3 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2012,1061 cc,5 Seats
Maruti Wagon R LXI,2.30 Lakh,"70,600 kms",Petrol,Manual,1st Owner,2013,1499 cc,5 Seats
Maruti Wagon R VXI,4.78 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2020,1086 cc,5 Seats
Maruti Alto 800 LXI,2.50 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
Hyundai i20 Sportz Option 1.4 CRDi,4.20 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2015,1582 cc,5 Seats
Maruti Zen Estilo 1.1 VXI BSIII,1.02 Lakh,"37,200 kms",Petrol,Manual,1st Owner,2007,1582 cc,5 Seats
Ford Ecosport 1.5 Ti VCT MT Ambiente,5.95 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
Hyundai Santro Xing GL Plus,1.30 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2011,1497 cc,5 Seats
Maruti SX4 VDI,2 Lakh,"1,46,000 kms",Diesel,Manual,4th Owner,2012,1498 cc,5 Seats
Hyundai Verna 1.6 CRDi EX MT,3.95 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2013,796 cc,5 Seats
Hyundai Verna 1.6 SX,6 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2014,1197 cc,5 Seats
Maruti Swift Dzire LXI,6 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2018,1451 cc,5 Seats
Honda City S,2.50 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2009,1498 cc,5 Seats
Honda City i DTEC V,4.60 Lakh,"1,10,000 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats
Maruti Alto 800 VXI,3 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
Maruti Baleno 1.2 Delta,5.38 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2018,2143 cc,5 Seats
MG Hector Sharp DCT,16 Lakh,"50,000 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats
Nissan Sunny XL,2.75 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2012,1396 cc,5 Seats
Maruti Ritz VDi,3 Lakh,"64,000 kms",Diesel,Manual,2nd Owner,2011,1396 cc,7 Seats
Maruti Alto 800 LXI,3.80 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2021,1498 cc,5 Seats
Mercedes-Benz C-Class 250 CDI Classic,7.10 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2011,1396 cc,7 Seats
Maruti Swift Dzire VDI,5.10 Lakh,"34,000 kms",Diesel,Manual,1st Owner,2015,2179 cc,7 Seats
Hyundai Verna 1.4 VTVT,3.50 Lakh,"60,000 kms",Petrol,Manual,3rd Owner,2012,1199 cc,5 Seats
Hyundai Verna 1.4 VTVT,3.50 Lakh,"60,000 kms",Petrol,Manual,3rd Owner,2012,999 cc,5 Seats
Ford Aspire 1.5 TDCi Trend,4 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
Hyundai i20 Sportz Option 1.4 CRDi,5.50 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2017,1298 cc,5 Seats
Mahindra XUV500 W6 2WD,4 Lakh,"90,000 kms",Diesel,Manual,3rd Owner,2013,998 cc,5 Seats
Tata Tiago 1.2 Revotron XZ,3.95 Lakh,"95,105 kms",Petrol,Manual,1st Owner,2019,1198 cc,5 Seats
Renault Triber RXZ EASY-R AMT,6.50 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2020,1451 cc,7 Seats
Maruti Ertiga SHVS VDI,5.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2016,796 cc,5 Seats
Maruti Swift Dzire VXi,1.99 Lakh,"90,000 kms",Petrol,Manual,4th Owner,2009,1956 cc,5 Seats
Maruti Alto K10 2010-2014 VXI,1.65 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2012,2477 cc,7 Seats
Honda Brio V MT,2.60 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2012,1956 cc,5 Seats
MG Hector Sharp DCT,14.50 Lakh,"35,000 kms",Petrol,Automatic,3rd Owner,2019,814 cc,5 Seats
Maruti Alto LXi,"90,000","1,00,000 kms",Petrol,Manual,1st Owner,2007,1248 cc,5 Seats
Jeep Compass 2.0 Longitude BSIV,13 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2018,998 cc,5 Seats
Mitsubishi Pajero Sport 4X4,6.50 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,998 cc,4 Seats
Tata Harrier XZ BSIV,14 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2019,1497 cc,4 Seats
Hyundai EON LPG Era Plus,2.60 Lakh,"1,62,000 kms",Lpg,Manual,1st Owner,2016,1248 cc,5 Seats
Maruti Ertiga ZDI,4.50 Lakh,"1,20,000 kms",Diesel,Manual,4th Owner,2014,3996 cc,4 Seats
Maruti Wagon R CNG LXI,5.10 Lakh,"60,000 kms",Cng,Manual,2nd Owner,2021,3996 cc,5 Seats
Maruti Wagon R LXI CNG,4.90 Lakh,"80,000 kms",Cng,Manual,1st Owner,2019,1998 cc,5 Seats
Honda City S,2.50 Lakh,"1,20,000 kms",Petrol,Manual,2nd Owner,2010,1997 cc,5 Seats
Tata Zest Quadrajet 1.3 XMA,2.90 Lakh,"70,000 kms",Diesel,Automatic,4th Owner,2016,1968 cc,5 Seats
Audi RS7 4.0 TFSI,1.75 Crore,"7,100 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats
Audi RS7 4.0 TFSI,1.75 Crore,"11,500 kms",Petrol,Automatic,1st Owner,2020,1984 cc,5 Seats
Audi A4 Technology,41.80 Lakh,"16,000 kms",Petrol,Automatic,1st Owner,2021,1998 cc,5 Seats
Mahindra Thar LX 4-Str Hard Top,16.80 Lakh,"5,500 kms",Petrol,Manual,1st Owner,2022,1999 cc,5 Seats
Audi Q5 30 TDI quattro Premium Plus,23.90 Lakh,"56,500 kms",Diesel,Automatic,1st Owner,2016,1395 cc,5 Seats
Audi A4 35 TDI Technology Edition,14.80 Lakh,"45,500 kms",Diesel,Automatic,1st Owner,2014,1968 cc,5 Seats
Audi A6 45 TFSI Technology,57.80 Lakh,"16,000 kms",Petrol,Automatic,0th Owner,2021,1968 cc,5 Seats
Audi A4 Technology,45.90 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2021,1781 cc,5 Seats
Jaguar XF 2.0 Diesel Prestige,29.80 Lakh,"59,000 kms",Diesel,Automatic,1st Owner,2018,1798 cc,5 Seats
Audi A4 30 TFSI Technology,33.80 Lakh,"41,000 kms",Petrol,Automatic,1st Owner,2018,1248 cc,7 Seats
Audi Q3 35 TDI Quattro Premium,23.90 Lakh,"44,600 kms",Diesel,Automatic,1st Owner,2017,1368 cc,5 Seats
Audi Q3 35 TDI Quattro Premium Plus,12.80 Lakh,"38,500 kms",Diesel,Automatic,2nd Owner,2013,796 cc,5 Seats
Audi A4 1.8 TFSI,14.80 Lakh,"57,500 kms",Petrol,Automatic,3rd Owner,2013,1493 cc,5 Seats
Audi A6 35 TFSI Matrix,33.80 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats
Maruti Swift VDI BSIV,3.29 Lakh,"84,703 kms",Diesel,Manual,3rd Owner,2014,1248 cc,4 Seats
Jeep Compass 1.4 Longitude Plus AT,16.90 Lakh,"78,000 kms",Petrol,Automatic,1st Owner,2018,1248 cc,5 Seats
Maruti Alto 800 LXI,2.67 Lakh,"26,562 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
Mahindra Quanto C2,1.97 Lakh,"93,021 kms",Diesel,Manual,3rd Owner,2013,1998 cc,5 Seats
Audi A4 35 TDI Technology,32.80 Lakh,"43,900 kms",Diesel,Automatic,1st Owner,2019,1798 cc,5 Seats
Maruti Swift VDI BSIV,3.92 Lakh,"1,07,813 kms",Diesel,Manual,1st Owner,2015,1395 cc,5 Seats
Maruti Swift Dzire VDI,5.37 Lakh,"64,299 kms",Diesel,Manual,1st Owner,2017,2354 cc,5 Seats
Tata Tiago 1.2 Revotron XT,4.02 Lakh,"25,424 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
BMW 6 Series GT 630i Luxury Line 2018-2021,55.80 Lakh,"20,800 kms",Petrol,Automatic,1st Owner,2019,1086 cc,5 Seats
Audi A4 35 TFSi Premium,20.80 Lakh,"32,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats
Audi A4 30 TFSI Technology,32.80 Lakh,"27,000 kms",Petrol,Automatic,2nd Owner,2018,1498 cc,5 Seats
Honda Accord 2.4 MT,2.94 Lakh,"80,046 kms",Petrol,Manual,3rd Owner,2010,1498 cc,5 Seats
Maruti Swift Dzire VDI,3.72 Lakh,"1,04,724 kms",Diesel,Manual,2nd Owner,2014,1582 cc,5 Seats
Hyundai Santro Xing GL,"79,484","91,693 kms",Petrol,Manual,3rd Owner,2008,998 cc,5 Seats
Audi A6 35 TDI,19.80 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2015,1086 cc,5 Seats
Ford Freestyle Titanium Diesel BSIV,5.43 Lakh,"84,280 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
Honda Amaze S i-Dtech,2.57 Lakh,"72,947 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats
Hyundai Creta 1.6 SX Automatic Diesel,14.27 Lakh,"38,507 kms",Diesel,Automatic,1st Owner,2019,1198 cc,5 Seats
Maruti Wagon R LXI CNG,3.51 Lakh,"60,033 kms",Cng,Manual,1st Owner,2017,998 cc,7 Seats
Hyundai i10 Magna 1.1L,2.57 Lakh,"35,355 kms",Petrol,Manual,2nd Owner,2014,1196 cc,5 Seats
Hyundai Grand i10 Magna,3.73 Lakh,"24,027 kms",Petrol,Manual,2nd Owner,2017,1591 cc,7 Seats
Maruti Baleno 1.3 Alpha,5.58 Lakh,"57,256 kms",Diesel,Manual,1st Owner,2017,2179 cc,5 Seats
Honda Amaze EX i-Vtech,2.82 Lakh,"62,029 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats
Maruti Wagon R LXI CNG,2.70 Lakh,"97,811 kms",Cng,Manual,1st Owner,2014,1498 cc,5 Seats
Ford Figo Petrol ZXI,1.64 Lakh,"54,910 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
Hyundai Verna 1.6 VTVT S,5.37 Lakh,"69,271 kms",Petrol,Manual,1st Owner,2016,1798 cc,5 Seats
Mahindra XUV500 W8 FWD,6.43 Lakh,"1,22,619 kms",Diesel,Manual,2nd Owner,2015,1199 cc,5 Seats
Maruti Swift VXI,5.92 Lakh,"23,976 kms",Petrol,Manual,1st Owner,2020,1968 cc,5 Seats
Honda Mobilio V i-DTEC,3.61 Lakh,"1,59,147 kms",Diesel,Manual,1st Owner,2014,1498 cc,5 Seats
Maruti Swift Dzire VXI,3.30 Lakh,"75,384 kms",Petrol,Manual,2nd Owner,2014,1197 cc,7 Seats
Audi A6 35 TFSI Matrix,29.90 Lakh,"61,500 kms",Petrol,Automatic,1st Owner,2017,2967 cc,5 Seats
Tata Tigor 1.2 Revotron XE,3.51 Lakh,"39,477 kms",Petrol,Manual,1st Owner,2018,1197 cc,8 Seats
Audi A6 35 TDI,25.80 Lakh,"41,000 kms",Diesel,Automatic,2nd Owner,2016,2523 cc,5 Seats
Honda City i DTEC SV,5.18 Lakh,"53,234 kms",Diesel,Manual,2nd Owner,2015,1582 cc,5 Seats
Maruti Swift Dzire AMT ZXI Plus,6.04 Lakh,"67,261 kms",Petrol,Automatic,2nd Owner,2018,2494 cc,5 Seats
Audi A6 3.0 TDI Quattro Premium Plus,13.80 Lakh,"71,000 kms",Diesel,Automatic,3rd Owner,2014,998 cc,5 Seats
Maruti Baleno Delta,6.53 Lakh,"8,201 kms",Petrol,Manual,1st Owner,2020,1591 cc,5 Seats
Mahindra Bolero SLE BSIII,4.73 Lakh,"98,105 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
Hyundai Verna 1.6 SX CRDI (O) AT,4.63 Lakh,"93,147 kms",Diesel,Automatic,1st Owner,2014,1248 cc,7 Seats
Toyota Innova 2.5 GX (Diesel) 8 Seater,5.57 Lakh,"1,39,257 kms",Diesel,Manual,1st Owner,2012,1582 cc,7 Seats
Maruti Alto K10 2010-2014 VXI,1.34 Lakh,"1,40,511 kms",Petrol,Manual,1st Owner,2011,1086 cc,7 Seats
Hyundai Verna 1.6 EX VTVT,4.49 Lakh,"68,266 kms",Petrol,Manual,1st Owner,2014,2982 cc,5 Seats
Hyundai i20 1.2 Magna,2.09 Lakh,"80,283 kms",Petrol,Manual,2nd Owner,2011,1493 cc,7 Seats
Maruti Swift VDI BSIV,4.59 Lakh,"55,133 kms",Diesel,Manual,1st Owner,2016,1196 cc,7 Seats
Hyundai Elantra CRDi SX,5.83 Lakh,"58,437 kms",Diesel,Manual,2nd Owner,2014,998 cc,5 Seats
Hyundai Santro Xing GL,1.69 Lakh,"1,17,816 kms",Petrol,Manual,1st Owner,2013,2494 cc,7 Seats
Toyota Fortuner 4x2 Manual,11.80 Lakh,"2,12,661 kms",Diesel,Manual,2nd Owner,2013,1373 cc,5 Seats
Mahindra Bolero Power Plus SLE,5.22 Lakh,"67,918 kms",Diesel,Manual,1st Owner,2016,1399 cc,5 Seats
Maruti Eeco 7 Seater STD 2020-2022,4.68 Lakh,"18,636 kms",Petrol,Manual,1st Owner,2022,2755 cc,5 Seats
Maruti Alto K10 LXI,2.01 Lakh,"1,11,556 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,7.93 Lakh,"1,41,834 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
Maruti Ertiga VXI,4.11 Lakh,"24,920 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats
Ford Figo Diesel EXI,1.25 Lakh,"1,15,042 kms",Diesel,Manual,2nd Owner,2011,1462 cc,5 Seats
Toyota Innova Crysta 2.8 ZX AT BSIV,17.61 Lakh,"57,189 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,5 Seats
Hyundai i20 Asta 1.2,5.65 Lakh,"10,188 kms",Petrol,Manual,1st Owner,2016,2143 cc,5 Seats
Hyundai i10 Sportz 1.2,1.30 Lakh,"55,892 kms",Petrol,Manual,4th Owner,2008,998 cc,5 Seats
Hyundai i20 Sportz Plus BSIV,6.64 Lakh,"38,285 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats
Toyota Urban cruiser Premium,9.28 Lakh,"26,523 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
Hyundai i20 Sportz Plus BSIV,6.64 Lakh,"35,986 kms",Petrol,Manual,1st Owner,2019,1461 cc,5 Seats
Mercedes-Benz CLA 200 D Sport Edition,19.29 Lakh,"51,609 kms",Diesel,Automatic,1st Owner,2016,1248 cc,4 Seats
Maruti Wagon R VXI Opt,4.13 Lakh,"42,561 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
Hyundai Santro Xing GLS,1.05 Lakh,"30,778 kms",Petrol,Manual,1st Owner,2008,1086 cc,5 Seats
Maruti Wagon R LXI CNG,3.35 Lakh,"30,819 kms",Cng,Manual,2nd Owner,2017,796 cc,5 Seats
Nissan Micra Diesel XV,1.39 Lakh,"77,464 kms",Diesel,Manual,3rd Owner,2012,1498 cc,5 Seats
